province,zone,no,score 
พิษณุโลก,2,22,1448
พิษณุโลก,2,15,1112
พิษณุโลก,2,9,966
พิษณุโลก,2,12,429
พิษณุโลก,2,11,390
พิษณุโลก,2,7,340
พิษณุโลก,2,34,339
พิษณุโลก,2,1,331
พิษณุโลก,2,16,251
พิษณุโลก,2,6,240
พิษณุโลก,2,24,240
พิษณุโลก,2,13,237
พิษณุโลก,2,19,215
พิษณุโลก,2,18,206
พิษณุโลก,2,17,159
พิษณุโลก,2,21,136
พิษณุโลก,2,28,121
พิษณุโลก,2,8,102
พิษณุโลก,2,26,98
พิษณุโลก,2,20,88
พิษณุโลก,2,10,87
พิษณุโลก,2,23,81
พิษณุโลก,2,29,51
พิษณุโลก,2,33,50
พิษณุโลก,2,27,47
พิษณุโลก,2,31,37
พิษณุโลก,2,32,33
พิษณุโลก,2,30,23
พิษณุโลก,2,25,0
พิษณุโลก,3,8,25207
พิษณุโลก,3,4,25003
พิษณุโลก,3,6,18820
พิษณุโลก,3,10,5680
พิษณุโลก,3,13,3554
พิษณุโลก,3,9,1284
พิษณุโลก,3,25,707
พิษณุโลก,3,1,585
พิษณุโลก,3,28,579
พิษณุโลก,3,12,575
พิษณุโลก,3,3,526
พิษณุโลก,3,18,505
พิษณุโลก,3,24,500
พิษณุโลก,3,5,424
พิษณุโลก,3,20,424
พิษณุโลก,3,21,309
พิษณุโลก,3,2,288
พิษณุโลก,3,19,254
พิษณุโลก,3,14,230
พิษณุโลก,3,16,187
พิษณุโลก,3,11,156
พิษณุโลก,3,17,146
พิษณุโลก,3,26,135
พิษณุโลก,3,15,133
พิษณุโลก,3,31,125
พิษณุโลก,3,23,114
พิษณุโลก,3,22,92
พิษณุโลก,3,29,74
พิษณุโลก,3,27,56
พิษณุโลก,3,7,0
พิษณุโลก,3,30,0
พิษณุโลก,4,9,40252
พิษณุโลก,4,13,18180
พิษณุโลก,4,10,17276
พิษณุโลก,4,6,10035
พิษณุโลก,4,5,1745
พิษณุโลก,4,8,1285
พิษณุโลก,4,17,993
พิษณุโลก,4,1,574
พิษณุโลก,4,21,573
พิษณุโลก,4,29,499
พิษณุโลก,4,4,438
พิษณุโลก,4,2,314
พิษณุโลก,4,26,305
พิษณุโลก,4,12,235
พิษณุโลก,4,25,201
พิษณุโลก,4,7,170
พิษณุโลก,4,11,159
พิษณุโลก,4,15,148
พิษณุโลก,4,20,127
พิษณุโลก,4,3,108
พิษณุโลก,4,16,103
พิษณุโลก,4,23,98
พิษณุโลก,4,28,85
พิษณุโลก,4,14,80
พิษณุโลก,4,24,61
พิษณุโลก,4,19,51
พิษณุโลก,4,18,41
พิษณุโลก,4,27,33
พิษณุโลก,4,22,0
พิษณุโลก,4,30,0
พิษณุโลก,5,16,28952
พิษณุโลก,5,8,25002
พิษณุโลก,5,11,16113
พิษณุโลก,5,6,10643
พิษณุโลก,5,36,860
พิษณุโลก,5,12,759
พิษณุโลก,5,28,748
พิษณุโลก,5,7,605
พิษณุโลก,5,15,583
พิษณุโลก,5,21,577
พิษณุโลก,5,9,486
พิษณุโลก,5,26,392
พิษณุโลก,5,10,367
พิษณุโลก,5,1,365
พิษณุโลก,5,31,324
พิษณุโลก,5,19,321
พิษณุโลก,5,18,310
พิษณุโลก,5,4,271
พิษณุโลก,5,20,235
พิษณุโลก,5,17,231
พิษณุโลก,5,5,230
พิษณุโลก,5,3,214
พิษณุโลก,5,2,166
พิษณุโลก,5,33,157
พิษณุโลก,5,14,146
พิษณุโลก,5,13,136
พิษณุโลก,5,27,136
พิษณุโลก,5,24,124
พิษณุโลก,5,30,117
พิษณุโลก,5,37,99
พิษณุโลก,5,29,82
พิษณุโลก,5,22,78
พิษณุโลก,5,35,74
พิษณุโลก,5,25,70
พิษณุโลก,5,34,47
พิษณุโลก,5,32,43
พิษณุโลก,5,23,42
พิษณุโลก,5,38,0
พะเยา,1,15,52417
พะเยา,1,7,21971
พะเยา,1,2,16326
พะเยา,1,9,2462
พะเยา,1,11,1220
พะเยา,1,24,798
พะเยา,1,14,414
พะเยา,1,3,304
พะเยา,1,23,260
พะเยา,1,6,253
พะเยา,1,10,242
พะเยา,1,8,221
พะเยา,1,1,208
พะเยา,1,5,199
พะเยา,1,20,181
พะเยา,1,19,167
พะเยา,1,16,157
พะเยา,1,25,156
พะเยา,1,4,154
พะเยา,1,22,142
พะเยา,1,27,135
พะเยา,1,13,134
พะเยา,1,21,117
พะเยา,1,12,115
พะเยา,1,17,112
พะเยา,1,18,28
พะเยา,1,26,28
พะเยา,2,4,37503
พะเยา,2,16,27017
พะเยา,2,12,19008
พะเยา,2,1,2026
พะเยา,2,10,2023
พะเยา,2,24,883
พะเยา,2,6,602
พะเยา,2,9,542
พะเยา,2,15,429
พะเยา,2,7,420
พะเยา,2,3,329
พะเยา,2,26,312
พะเยา,2,22,287
พะเยา,2,2,234
พะเยา,2,11,212
พะเยา,2,5,211
พะเยา,2,17,170
พะเยา,2,21,170
พะเยา,2,14,158
พะเยา,2,8,147
พะเยา,2,19,147
พะเยา,2,23,131
พะเยา,2,18,128
พะเยา,2,20,97
พะเยา,2,13,81
พะเยา,2,28,79
พะเยา,2,27,75
พะเยา,2,25,49
พะเยา,3,15,41755
พะเยา,3,11,30761
พะเยา,3,1,13259
พะเยา,3,12,3244
พะเยา,3,4,2426
พะเยา,3,8,969
พะเยา,3,25,596
พะเยา,3,5,497
พะเยา,3,13,469
พะเยา,3,10,445
พะเยา,3,9,374
พะเยา,3,6,310
พะเยา,3,21,292
พะเยา,3,24,230
พะเยา,3,3,219
พะเยา,3,16,215
พะเยา,3,2,188
พะเยา,3,7,178
พะเยา,3,19,166
พะเยา,3,22,150
พะเยา,3,30,124
พะเยา,3,18,115
พะเยา,3,23,101
พะเยา,3,26,87
พะเยา,3,29,86
พะเยา,3,27,83
พะเยา,3,28,79
พะเยา,3,17,69
พะเยา,3,20,60
พะเยา,3,14,0
พังงา,1,8,59816
พังงา,1,15,31793
พังงา,1,20,24296
พังงา,1,4,4332
พังงา,1,11,4094
พังงา,1,2,3299
พังงา,1,1,2123
พังงา,1,29,1874
พังงา,1,19,1701
พังงา,1,9,1433
พังงา,1,14,1257
พังงา,1,10,1107
พังงา,1,18,687
พังงา,1,12,614
พังงา,1,21,569
พังงา,1,16,557
พังงา,1,28,535
พังงา,1,17,533
พังงา,1,7,489
พังงา,1,23,435
พังงา,1,22,429
พังงา,1,6,427
พังงา,1,3,421
พังงา,1,27,402
พังงา,1,24,314
พังงา,1,26,287
พังงา,1,25,238
พังงา,1,32,228
พังงา,1,33,175
พังงา,1,30,170
พังงา,1,31,158
พังงา,1,5,0
พังงา,1,13,0
พัทลุง,1,14,40518
พัทลุง,1,11,30760
พัทลุง,1,26,12168
พัทลุง,1,3,9753
พัทลุง,1,2,1256
พัทลุง,1,4,916
พัทลุง,1,21,848
พัทลุง,1,12,812
พัทลุง,1,1,666
พัทลุง,1,9,475
พัทลุง,1,6,432
พัทลุง,1,5,370
พัทลุง,1,36,364
พัทลุง,1,24,357
พัทลุง,1,31,351
พัทลุง,1,25,341
พัทลุง,1,34,337
พัทลุง,1,29,305
พัทลุง,1,13,254
พัทลุง,1,7,185
พัทลุง,1,15,159
พัทลุง,1,27,136
พัทลุง,1,22,104
พัทลุง,1,32,104
พัทลุง,1,18,102
พัทลุง,1,8,96
พัทลุง,1,19,95
พัทลุง,1,17,86
พัทลุง,1,23,57
พัทลุง,1,33,46
พัทลุง,1,35,42
พัทลุง,1,30,41
พัทลุง,1,28,26
พัทลุง,1,10,0
พัทลุง,1,16,0
พัทลุง,1,20,0
พัทลุง,2,9,47584
พัทลุง,2,3,22428
พัทลุง,2,25,10309
พัทลุง,2,7,6539
พัทลุง,2,17,3297
พัทลุง,2,13,2606
พัทลุง,2,2,1978
พัทลุง,2,4,1688
พัทลุง,2,29,1060
พัทลุง,2,11,974
พัทลุง,2,12,804
พัทลุง,2,10,652
พัทลุง,2,1,597
พัทลุง,2,28,502
พัทลุง,2,30,452
พัทลุง,2,24,428
พัทลุง,2,5,406
พัทลุง,2,15,334
พัทลุง,2,23,287
พัทลุง,2,22,251
พัทลุง,2,26,239
พัทลุง,2,6,173
พัทลุง,2,20,160
พัทลุง,2,16,126
พัทลุง,2,14,125
พัทลุง,2,35,92
พัทลุง,2,27,91
พัทลุง,2,31,84
พัทลุง,2,21,76
พัทลุง,2,19,63
พัทลุง,2,18,55
พัทลุง,2,32,52
พัทลุง,2,33,46
พัทลุง,2,34,39
พัทลุง,2,8,0
พัทลุง,3,3,34406
พัทลุง,3,14,31555
พัทลุง,3,27,14144
พัทลุง,3,13,8766
พัทลุง,3,16,5127
พัทลุง,3,8,4282
พัทลุง,3,12,2582
พัทลุง,3,11,1997
พัทลุง,3,10,1308
พัทลุง,3,22,955
พัทลุง,3,31,934
พัทลุง,3,7,841
พัทลุง,3,19,780
พัทลุง,3,32,503
พัทลุง,3,2,481
พัทลุง,3,23,469
พัทลุง,3,6,406
พัทลุง,3,5,381
พัทลุง,3,17,348
พัทลุง,3,30,344
พัทลุง,3,9,294
พัทลุง,3,24,261
พัทลุง,3,20,222
พัทลุง,3,1,214
พัทลุง,3,15,198
พัทลุง,3,21,142
พัทลุง,3,26,141
พัทลุง,3,36,138
พัทลุง,3,28,134
พัทลุง,3,18,127
พัทลุง,3,29,101
พัทลุง,3,35,92
พัทลุง,3,25,77
พัทลุง,3,4,0
พัทลุง,3,33,0
พัทลุง,3,34,0
เพชรบุรี,1,9,35106
เพชรบุรี,1,10,16555
เพชรบุรี,1,6,16474
เพชรบุรี,1,1,14874
เพชรบุรี,1,11,2345
เพชรบุรี,1,25,1530
เพชรบุรี,1,13,1084
เพชรบุรี,1,2,1082
เพชรบุรี,1,3,856
เพชรบุรี,1,8,645
เพชรบุรี,1,18,411
เพชรบุรี,1,12,205
เพชรบุรี,1,17,187
เพชรบุรี,1,20,150
เพชรบุรี,1,19,149
เพชรบุรี,1,21,129
เพชรบุรี,1,4,115
เพชรบุรี,1,24,115
เพชรบุรี,1,15,72
เพชรบุรี,1,16,46
เพชรบุรี,1,22,44
เพชรบุรี,1,5,0
เพชรบุรี,1,7,0
เพชรบุรี,1,14,0
เพชรบุรี,1,23,0
เพชรบุรี,2,5,34637
เพชรบุรี,2,1,25657
เพชรบุรี,2,10,14670
เพชรบุรี,2,11,12141
เพชรบุรี,2,13,2638
เพชรบุรี,2,21,1797
เพชรบุรี,2,20,717
เพชรบุรี,2,14,698
เพชรบุรี,2,25,650
เพชรบุรี,2,8,649
เพชรบุรี,2,6,613
เพชรบุรี,2,12,453
เพชรบุรี,2,15,357
เพชรบุรี,2,4,356
เพชรบุรี,2,9,288
เพชรบุรี,2,18,243
เพชรบุรี,2,22,183
เพชรบุรี,2,7,165
เพชรบุรี,2,27,156
เพชรบุรี,2,3,127
เพชรบุรี,2,24,106
เพชรบุรี,2,26,68
เพชรบุรี,2,23,55
เพชรบุรี,2,17,39
เพชรบุรี,2,2,0
เพชรบุรี,2,16,0
เพชรบุรี,2,19,0
เพชรบุรี,3,7,46901
เพชรบุรี,3,5,21978
เพชรบุรี,3,10,13311
เพชรบุรี,3,13,2754
เพชรบุรี,3,3,2265
เพชรบุรี,3,4,1469
เพชรบุรี,3,9,1285
เพชรบุรี,3,28,1177
เพชรบุรี,3,6,864
เพชรบุรี,3,1,649
เพชรบุรี,3,27,532
เพชรบุรี,3,19,427
เพชรบุรี,3,8,347
เพชรบุรี,3,25,325
เพชรบุรี,3,18,319
เพชรบุรี,3,23,309
เพชรบุรี,3,15,293
เพชรบุรี,3,21,207
เพชรบุรี,3,17,185
เพชรบุรี,3,14,182
เพชรบุรี,3,11,154
เพชรบุรี,3,12,142
เพชรบุรี,3,22,98
เพชรบุรี,3,24,88
เพชรบุรี,3,16,82
เพชรบุรี,3,26,69
เพชรบุรี,3,2,0
เพชรบุรี,3,20,0
เพชรบูรณ์,1,12,37011
เพชรบูรณ์,1,3,15119
เพชรบูรณ์,1,4,14716
เพชรบูรณ์,1,10,14432
เพชรบูรณ์,1,8,14178
เพชรบูรณ์,1,5,1587
เพชรบูรณ์,1,20,1065
เพชรบูรณ์,1,13,679
เพชรบูรณ์,1,2,646
เพชรบูรณ์,1,1,644
เพชรบูรณ์,1,11,623
เพชรบูรณ์,1,6,595
เพชรบูรณ์,1,21,475
เพชรบูรณ์,1,14,443
เพชรบูรณ์,1,17,397
เพชรบูรณ์,1,23,339
เพชรบูรณ์,1,9,306
เพชรบูรณ์,1,7,300
เพชรบูรณ์,1,24,259
เพชรบูรณ์,1,22,229
เพชรบูรณ์,1,25,186
เพชรบูรณ์,1,30,148
เพชรบูรณ์,1,18,111
เพชรบูรณ์,1,15,93
เพชรบูรณ์,1,31,82
เพชรบูรณ์,1,28,77
เพชรบูรณ์,1,16,65
เพชรบูรณ์,1,26,44
เพชรบูรณ์,1,29,36
เพชรบูรณ์,1,27,26
เพชรบูรณ์,1,19,0
เพชรบูรณ์,2,1,49741
เพชรบูรณ์,2,4,27918
เพชรบูรณ์,2,5,12336
เพชรบูรณ์,2,2,6439
เพชรบูรณ์,2,11,2250
เพชรบูรณ์,2,10,2024
เพชรบูรณ์,2,21,675
เพชรบูรณ์,2,18,496
เพชรบูรณ์,2,24,372
เพชรบูรณ์,2,3,303
เพชรบูรณ์,2,12,300
เพชรบูรณ์,2,15,297
เพชรบูรณ์,2,7,253
เพชรบูรณ์,2,17,245
เพชรบูรณ์,2,9,196
เพชรบูรณ์,2,16,189
เพชรบูรณ์,2,6,162
เพชรบูรณ์,2,20,151
เพชรบูรณ์,2,22,140
เพชรบูรณ์,2,13,116
เพชรบูรณ์,2,25,106
เพชรบูรณ์,2,27,99
เพชรบูรณ์,2,23,95
เพชรบูรณ์,2,19,63
เพชรบูรณ์,2,14,58
เพชรบูรณ์,2,26,43
เพชรบูรณ์,2,8,0
เพชรบูรณ์,3,12,43242
เพชรบูรณ์,3,9,26655
เพชรบูรณ์,3,11,10723
เพชรบูรณ์,3,2,5797
เพชรบูรณ์,3,8,2597
เพชรบูรณ์,3,10,1725
เพชรบูรณ์,3,1,1329
เพชรบูรณ์,3,20,844
เพชรบูรณ์,3,21,670
เพชรบูรณ์,3,13,412
เพชรบูรณ์,3,7,402
เพชรบูรณ์,3,22,386
เพชรบูรณ์,3,4,333
เพชรบูรณ์,3,3,308
เพชรบูรณ์,3,17,304
เพชรบูรณ์,3,29,304
เพชรบูรณ์,3,6,287
เพชรบูรณ์,3,14,219
เพชรบูรณ์,3,23,189
เพชรบูรณ์,3,25,170
เพชรบูรณ์,3,5,144
เพชรบูรณ์,3,28,139
เพชรบูรณ์,3,15,116
เพชรบูรณ์,3,31,92
เพชรบูรณ์,3,24,85
เพชรบูรณ์,3,19,82
เพชรบูรณ์,3,18,75
เพชรบูรณ์,3,30,72
เพชรบูรณ์,3,16,58
เพชรบูรณ์,3,26,50
เพชรบูรณ์,3,27,46
เพชรบูรณ์,4,13,35225
เพชรบูรณ์,4,9,27842
เพชรบูรณ์,4,10,11906
เพชรบูรณ์,4,8,10246
เพชรบูรณ์,4,4,3875
เพชรบูรณ์,4,11,1643
เพชรบูรณ์,4,12,1187
เพชรบูรณ์,4,23,622
เพชรบูรณ์,4,3,523
เพชรบูรณ์,4,14,522
เพชรบูรณ์,4,15,481
เพชรบูรณ์,4,29,399
เพชรบูรณ์,4,7,361
เพชรบูรณ์,4,31,322
เพชรบูรณ์,4,21,269
เพชรบูรณ์,4,28,231
เพชรบูรณ์,4,5,206
เพชรบูรณ์,4,2,153
เพชรบูรณ์,4,19,150
เพชรบูรณ์,4,32,137
เพชรบูรณ์,4,17,131
เพชรบูรณ์,4,22,129
เพชรบูรณ์,4,24,122
เพชรบูรณ์,4,30,116
เพชรบูรณ์,4,25,104
เพชรบูรณ์,4,27,92
เพชรบูรณ์,4,16,62
เพชรบูรณ์,4,26,60
เพชรบูรณ์,4,18,43
เพชรบูรณ์,4,1,0
เพชรบูรณ์,4,6,0
เพชรบูรณ์,4,20,0
เพชรบูรณ์,5,1,36034
เพชรบูรณ์,5,2,30371
เพชรบูรณ์,5,8,5858
เพชรบูรณ์,5,9,5162
เพชรบูรณ์,5,5,4134
เพชรบูรณ์,5,4,3718
เพชรบูรณ์,5,7,1877
เพชรบูรณ์,5,19,1119
เพชรบูรณ์,5,22,828
เพชรบูรณ์,5,21,798
เพชรบูรณ์,5,3,706
เพชรบูรณ์,5,12,667
เพชรบูรณ์,5,13,601
เพชรบูรณ์,5,18,497
เพชรบูรณ์,5,28,487
เพชรบูรณ์,5,16,251
เพชรบูรณ์,5,6,247
เพชรบูรณ์,5,24,194
เพชรบูรณ์,5,14,189
เพชรบูรณ์,5,27,149
เพชรบูรณ์,5,10,146
เพชรบูรณ์,5,20,99
เพชรบูรณ์,5,15,97
เพชรบูรณ์,5,25,87
เพชรบูรณ์,5,23,77
เพชรบูรณ์,5,17,55
เพชรบูรณ์,5,26,37
เพชรบูรณ์,5,11,0
แพร่,1,7,72016
แพร่,1,9,38035
แพร่,1,1,15399
แพร่,1,3,5379
แพร่,1,2,3511
แพร่,1,4,3044
แพร่,1,8,983
แพร่,1,11,620
แพร่,1,24,553
แพร่,1,21,529
แพร่,1,27,506
แพร่,1,5,502
แพร่,1,6,367
แพร่,1,25,363
แพร่,1,13,269
แพร่,1,16,267
แพร่,1,23,190
แพร่,1,15,180
แพร่,1,19,151
แพร่,1,12,148
แพร่,1,20,139
แพร่,1,18,137
แพร่,1,22,116
แพร่,1,17,97
แพร่,1,14,78
แพร่,1,26,44
แพร่,1,10,0
แพร่,2,7,55695
แพร่,2,1,28223
แพร่,2,9,14312
แพร่,2,3,5329
แพร่,2,4,3821
แพร่,2,13,2454
แพร่,2,2,1666
แพร่,2,12,1481
แพร่,2,21,1251
แพร่,2,24,737
แพร่,2,6,535
แพร่,2,26,501
แพร่,2,8,480
แพร่,2,5,321
แพร่,2,23,185
แพร่,2,22,140
แพร่,2,17,134
แพร่,2,25,106
แพร่,2,16,105
แพร่,2,18,104
แพร่,2,19,100
แพร่,2,14,77
แพร่,2,15,49
แพร่,2,10,0
แพร่,2,11,0
แพร่,2,20,0
ภูเก็ต,1,17,32338
ภูเก็ต,1,13,25194
ภูเก็ต,1,8,22599
ภูเก็ต,1,25,3829
ภูเก็ต,1,3,3749
ภูเก็ต,1,2,1230
ภูเก็ต,1,7,1207
ภูเก็ต,1,14,1041
ภูเก็ต,1,4,799
ภูเก็ต,1,6,760
ภูเก็ต,1,12,746
ภูเก็ต,1,16,358
ภูเก็ต,1,11,341
ภูเก็ต,1,1,280
ภูเก็ต,1,26,255
ภูเก็ต,1,21,246
ภูเก็ต,1,5,222
ภูเก็ต,1,18,198
ภูเก็ต,1,10,160
ภูเก็ต,1,28,133
ภูเก็ต,1,15,106
ภูเก็ต,1,20,106
ภูเก็ต,1,23,100
ภูเก็ต,1,24,82
ภูเก็ต,1,22,58
ภูเก็ต,1,19,49
ภูเก็ต,1,9,0
ภูเก็ต,1,27,0
ภูเก็ต,2,2,27267
ภูเก็ต,2,11,23958
ภูเก็ต,2,6,19963
ภูเก็ต,2,7,7449
ภูเก็ต,2,13,4068
ภูเก็ต,2,24,3138
ภูเก็ต,2,28,3031
ภูเก็ต,2,5,2489
ภูเก็ต,2,16,2111
ภูเก็ต,2,4,1516
ภูเก็ต,2,15,876
ภูเก็ต,2,9,682
ภูเก็ต,2,3,523
ภูเก็ต,2,19,426
ภูเก็ต,2,17,374
ภูเก็ต,2,10,317
ภูเก็ต,2,30,284
ภูเก็ต,2,22,278
ภูเก็ต,2,8,276
ภูเก็ต,2,21,238
ภูเก็ต,2,29,176
ภูเก็ต,2,12,159
ภูเก็ต,2,14,148
ภูเก็ต,2,31,140
ภูเก็ต,2,20,131
ภูเก็ต,2,23,129
ภูเก็ต,2,18,127
ภูเก็ต,2,26,81
ภูเก็ต,2,27,80
ภูเก็ต,2,25,58
ภูเก็ต,2,1,0
มุกดาหาร,1,15,37937
มุกดาหาร,1,2,22884
มุกดาหาร,1,9,18663
มุกดาหาร,1,3,6160
มุกดาหาร,1,16,1165
มุกดาหาร,1,1,921
มุกดาหาร,1,18,826
มุกดาหาร,1,13,813
มุกดาหาร,1,17,708
มุกดาหาร,1,4,605
มุกดาหาร,1,22,426
มุกดาหาร,1,26,412
มุกดาหาร,1,10,334
มุกดาหาร,1,30,325
มุกดาหาร,1,14,309
มุกดาหาร,1,35,306
มุกดาหาร,1,23,268
มุกดาหาร,1,5,228
มุกดาหาร,1,8,220
มุกดาหาร,1,6,196
มุกดาหาร,1,25,184
มุกดาหาร,1,21,183
มุกดาหาร,1,11,155
มุกดาหาร,1,12,152
มุกดาหาร,1,28,141
มุกดาหาร,1,32,118
มุกดาหาร,1,29,105
มุกดาหาร,1,19,99
มุกดาหาร,1,24,84
มุกดาหาร,1,27,63
มุกดาหาร,1,20,56
มุกดาหาร,1,34,51
มุกดาหาร,1,33,41
มุกดาหาร,1,7,0
มุกดาหาร,1,31,0
มุกดาหาร,2,14,34040
มุกดาหาร,2,1,18327
มุกดาหาร,2,2,13620
มุกดาหาร,2,13,7954
มุกดาหาร,2,3,3675
มุกดาหาร,2,17,3495
มุกดาหาร,2,7,3133
มุกดาหาร,2,10,1134
มุกดาหาร,2,6,1095
มุกดาหาร,2,21,1034
มุกดาหาร,2,28,546
มุกดาหาร,2,8,538
มุกดาหาร,2,34,526
มุกดาหาร,2,38,375
มุกดาหาร,2,12,333
มุกดาหาร,2,4,332
มุกดาหาร,2,15,253
มุกดาหาร,2,24,232
มุกดาหาร,2,9,230
มุกดาหาร,2,29,225
มุกดาหาร,2,16,221
มุกดาหาร,2,33,212
มุกดาหาร,2,20,207
มุกดาหาร,2,32,201
มุกดาหาร,2,23,155
มุกดาหาร,2,11,149
มุกดาหาร,2,5,148
มุกดาหาร,2,22,144
มุกดาหาร,2,27,128
มุกดาหาร,2,18,105
มุกดาหาร,2,37,84
มุกดาหาร,2,31,81
มุกดาหาร,2,26,77
มุกดาหาร,2,30,60
มุกดาหาร,2,35,51
มุกดาหาร,2,25,29
มุกดาหาร,2,36,22
มุกดาหาร,2,19,0
มหาสารคาม,1,16,45366
มหาสารคาม,1,1,23679
มหาสารคาม,1,3,22805
มหาสารคาม,1,6,9526
มหาสารคาม,1,12,3057
มหาสารคาม,1,8,2468
มหาสารคาม,1,4,1550
มหาสารคาม,1,26,1068
มหาสารคาม,1,11,461
มหาสารคาม,1,28,331
มหาสารคาม,1,2,288
มหาสารคาม,1,5,284
มหาสารคาม,1,13,258
มหาสารคาม,1,41,258
มหาสารคาม,1,7,235
มหาสารคาม,1,19,209
มหาสารคาม,1,17,186
มหาสารคาม,1,39,182
มหาสารคาม,1,9,181
มหาสารคาม,1,18,174
มหาสารคาม,1,20,140
มหาสารคาม,1,33,140
มหาสารคาม,1,23,121
มหาสารคาม,1,21,113
มหาสารคาม,1,14,88
มหาสารคาม,1,10,84
มหาสารคาม,1,37,69
มหาสารคาม,1,32,60
มหาสารคาม,1,34,57
มหาสารคาม,1,22,56
มหาสารคาม,1,27,55
มหาสารคาม,1,36,55
มหาสารคาม,1,40,42
มหาสารคาม,1,30,32
มหาสารคาม,1,35,31
มหาสารคาม,1,29,25
มหาสารคาม,1,24,21
มหาสารคาม,1,38,20
มหาสารคาม,1,25,12
มหาสารคาม,1,15,0
มหาสารคาม,1,31,0
มหาสารคาม,2,15,39758
มหาสารคาม,2,12,25324
มหาสารคาม,2,11,12869
มหาสารคาม,2,6,12642
มหาสารคาม,2,13,1133
มหาสารคาม,2,2,934
มหาสารคาม,2,7,871
มหาสารคาม,2,14,684
มหาสารคาม,2,32,669
มหาสารคาม,2,35,628
มหาสารคาม,2,8,516
มหาสารคาม,2,5,508
มหาสารคาม,2,31,430
มหาสารคาม,2,16,298
มหาสารคาม,2,21,284
มหาสารคาม,2,19,269
มหาสารคาม,2,9,253
มหาสารคาม,2,10,225
มหาสารคาม,2,17,164
มหาสารคาม,2,22,156
มหาสารคาม,2,3,153
มหาสารคาม,2,28,125
มหาสารคาม,2,27,114
มหาสารคาม,2,25,107
มหาสารคาม,2,20,106
มหาสารคาม,2,18,104
มหาสารคาม,2,26,102
มหาสารคาม,2,34,98
มหาสารคาม,2,4,67
มหาสารคาม,2,24,66
มหาสารคาม,2,38,59
มหาสารคาม,2,36,40
มหาสารคาม,2,30,37
มหาสารคาม,2,33,37
มหาสารคาม,2,37,35
มหาสารคาม,2,23,30
มหาสารคาม,2,1,0
มหาสารคาม,2,29,0
มหาสารคาม,2,39,0
มหาสารคาม,3,9,36310
มหาสารคาม,3,3,26738
มหาสารคาม,3,11,16586
มหาสารคาม,3,5,10617
มหาสารคาม,3,2,1603
มหาสารคาม,3,13,1518
มหาสารคาม,3,29,643
มหาสารคาม,3,23,609
มหาสารคาม,3,12,546
มหาสารคาม,3,7,533
มหาสารคาม,3,6,470
มหาสารคาม,3,31,363
มหาสารคาม,3,10,361
มหาสารคาม,3,4,280
มหาสารคาม,3,8,251
มหาสารคาม,3,1,249
มหาสารคาม,3,26,246
มหาสารคาม,3,24,187
มหาสารคาม,3,16,165
มหาสารคาม,3,22,135
มหาสารคาม,3,32,119
มหาสารคาม,3,21,113
มหาสารคาม,3,18,100
มหาสารคาม,3,28,58
มหาสารคาม,3,17,51
มหาสารคาม,3,30,50
มหาสารคาม,3,20,49
มหาสารคาม,3,27,40
มหาสารคาม,3,33,38
มหาสารคาม,3,14,35
มหาสารคาม,3,15,32
มหาสารคาม,3,34,31
มหาสารคาม,3,19,0
มหาสารคาม,3,25,0
มหาสารคาม,4,11,43368
มหาสารคาม,4,8,21195
มหาสารคาม,4,14,14909
มหาสารคาม,4,24,9744
มหาสารคาม,4,5,1913
มหาสารคาม,4,12,1542
มหาสารคาม,4,4,1309
มหาสารคาม,4,13,1277
มหาสารคาม,4,30,950
มหาสารคาม,4,31,715
มหาสารคาม,4,28,562
มหาสารคาม,4,9,346
มหาสารคาม,4,1,334
มหาสารคาม,4,23,328
มหาสารคาม,4,10,326
มหาสารคาม,4,15,283
มหาสารคาม,4,6,253
มหาสารคาม,4,37,235
มหาสารคาม,4,34,200
มหาสารคาม,4,2,166
มหาสารคาม,4,16,163
มหาสารคาม,4,22,158
มหาสารคาม,4,17,141
มหาสารคาม,4,36,99
มหาสารคาม,4,19,94
มหาสารคาม,4,25,87
มหาสารคาม,4,18,75
มหาสารคาม,4,21,67
มหาสารคาม,4,29,60
มหาสารคาม,4,39,57
มหาสารคาม,4,26,56
มหาสารคาม,4,27,55
มหาสารคาม,4,33,46
มหาสารคาม,4,38,44
มหาสารคาม,4,35,42
มหาสารคาม,4,32,32
มหาสารคาม,4,20,26
มหาสารคาม,4,3,0
มหาสารคาม,4,7,0
มหาสารคาม,5,3,51230
มหาสารคาม,5,11,23826
มหาสารคาม,5,1,18303
มหาสารคาม,5,10,8984
มหาสารคาม,5,6,1289
มหาสารคาม,5,2,1272
มหาสารคาม,5,8,988
มหาสารคาม,5,15,597
มหาสารคาม,5,23,571
มหาสารคาม,5,31,401
มหาสารคาม,5,4,393
มหาสารคาม,5,9,354
มหาสารคาม,5,33,295
มหาสารคาม,5,13,231
มหาสารคาม,5,12,217
มหาสารคาม,5,22,206
มหาสารคาม,5,19,199
มหาสารคาม,5,35,150
มหาสารคาม,5,14,148
มหาสารคาม,5,30,139
มหาสารคาม,5,28,122
มหาสารคาม,5,17,121
มหาสารคาม,5,16,114
มหาสารคาม,5,7,109
มหาสารคาม,5,24,98
มหาสารคาม,5,20,92
มหาสารคาม,5,21,91
มหาสารคาม,5,5,80
มหาสารคาม,5,34,65
มหาสารคาม,5,36,65
มหาสารคาม,5,26,43
มหาสารคาม,5,32,39
มหาสารคาม,5,18,31
