province,zone,no,score 
นครปฐม,1,2,35762
นครปฐม,1,9,35615
นครปฐม,1,4,20355
นครปฐม,1,6,4065
นครปฐม,1,11,2030
นครปฐม,1,10,1450
นครปฐม,1,12,1425
นครปฐม,1,3,664
นครปฐม,1,7,606
นครปฐม,1,16,459
นครปฐม,1,8,427
นครปฐม,1,1,316
นครปฐม,1,15,307
นครปฐม,1,19,275
นครปฐม,1,14,161
นครปฐม,1,22,159
นครปฐม,1,17,157
นครปฐม,1,20,149
นครปฐม,1,18,140
นครปฐม,1,13,135
นครปฐม,1,21,67
นครปฐม,1,5,0
นครปฐม,2,17,30215
นครปฐม,2,4,24763
นครปฐม,2,8,22634
นครปฐม,2,7,8933
นครปฐม,2,9,8692
นครปฐม,2,1,6522
นครปฐม,2,10,3332
นครปฐม,2,6,2815
นครปฐม,2,20,1672
นครปฐม,2,12,734
นครปฐม,2,16,397
นครปฐม,2,5,390
นครปฐม,2,3,258
นครปฐม,2,14,227
นครปฐม,2,11,189
นครปฐม,2,21,157
นครปฐม,2,18,145
นครปฐม,2,25,122
นครปฐม,2,15,99
นครปฐม,2,19,86
นครปฐม,2,13,84
นครปฐม,2,24,73
นครปฐม,2,26,73
นครปฐม,2,22,37
นครปฐม,2,23,29
นครปฐม,2,2,0
นครปฐม,3,4,40661
นครปฐม,3,13,23441
นครปฐม,3,15,12258
นครปฐม,3,9,8919
นครปฐม,3,8,6693
นครปฐม,3,10,3023
นครปฐม,3,19,1863
นครปฐม,3,3,1491
นครปฐม,3,1,1244
นครปฐม,3,5,919
นครปฐม,3,14,610
นครปฐม,3,11,594
นครปฐม,3,21,416
นครปฐม,3,12,393
นครปฐม,3,2,342
นครปฐม,3,23,335
นครปฐม,3,18,264
นครปฐม,3,17,261
นครปฐม,3,20,257
นครปฐม,3,6,247
นครปฐม,3,16,187
นครปฐม,3,24,182
นครปฐม,3,26,134
นครปฐม,3,22,92
นครปฐม,3,25,81
นครปฐม,3,7,0
นครปฐม,4,13,32110
นครปฐม,4,2,29998
นครปฐม,4,6,22533
นครปฐม,4,14,8613
นครปฐม,4,8,4286
นครปฐม,4,7,2557
นครปฐม,4,18,2042
นครปฐม,4,12,1214
นครปฐม,4,5,1029
นครปฐม,4,3,747
นครปฐม,4,1,510
นครปฐม,4,23,504
นครปฐม,4,22,412
นครปฐม,4,10,371
นครปฐม,4,19,327
นครปฐม,4,4,316
นครปฐม,4,11,216
นครปฐม,4,15,204
นครปฐม,4,17,172
นครปฐม,4,24,160
นครปฐม,4,16,122
นครปฐม,4,21,94
นครปฐม,4,20,56
นครปฐม,4,9,0
นครปฐม,5,15,34164
นครปฐม,5,2,18970
นครปฐม,5,5,18741
นครปฐม,5,17,12279
นครปฐม,5,3,6010
นครปฐม,5,19,3113
นครปฐม,5,13,2813
นครปฐม,5,1,1178
นครปฐม,5,6,779
นครปฐม,5,7,614
นครปฐม,5,4,449
นครปฐม,5,8,397
นครปฐม,5,11,394
นครปฐม,5,22,343
นครปฐม,5,12,342
นครปฐม,5,14,341
นครปฐม,5,10,192
นครปฐม,5,23,180
นครปฐม,5,16,168
นครปฐม,5,18,137
นครปฐม,5,24,121
นครปฐม,5,20,84
นครปฐม,5,21,70
นครปฐม,5,9,0
นครพนม,1,12,48719
นครพนม,1,19,21049
นครพนม,1,4,7354
นครพนม,1,2,6799
นครพนม,1,7,1538
นครพนม,1,6,1202
นครพนม,1,11,462
นครพนม,1,18,434
นครพนม,1,5,313
นครพนม,1,22,299
นครพนม,1,13,263
นครพนม,1,20,260
นครพนม,1,1,206
นครพนม,1,30,206
นครพนม,1,23,198
นครพนม,1,27,178
นครพนม,1,17,138
นครพนม,1,3,130
นครพนม,1,16,128
นครพนม,1,9,116
นครพนม,1,29,97
นครพนม,1,8,90
นครพนม,1,15,89
นครพนม,1,14,70
นครพนม,1,10,67
นครพนม,1,25,59
นครพนม,1,26,47
นครพนม,1,28,23
นครพนม,1,21,0
นครพนม,1,24,0
นครพนม,2,2,42990
นครพนม,2,10,22688
นครพนม,2,12,11229
นครพนม,2,6,2281
นครพนม,2,9,2251
นครพนม,2,11,2011
นครพนม,2,8,817
นครพนม,2,22,725
นครพนม,2,3,642
นครพนม,2,23,570
นครพนม,2,13,555
นครพนม,2,1,403
นครพนม,2,30,323
นครพนม,2,19,219
นครพนม,2,4,207
นครพนม,2,17,191
นครพนม,2,5,97
นครพนม,2,29,90
นครพนม,2,25,82
นครพนม,2,31,81
นครพนม,2,27,77
นครพนม,2,14,67
นครพนม,2,16,61
นครพนม,2,28,61
นครพนม,2,26,58
นครพนม,2,15,50
นครพนม,2,7,47
นครพนม,2,20,47
นครพนม,2,18,15
นครพนม,2,21,0
นครพนม,2,24,0
นครพนม,3,6,33645
นครพนม,3,5,29515
นครพนม,3,10,12059
นครพนม,3,2,5000
นครพนม,3,4,1823
นครพนม,3,17,1368
นครพนม,3,8,806
นครพนม,3,9,641
นครพนม,3,26,529
นครพนม,3,7,389
นครพนม,3,24,353
นครพนม,3,19,348
นครพนม,3,3,294
นครพนม,3,14,283
นครพนม,3,1,190
นครพนม,3,33,163
นครพนม,3,11,159
นครพนม,3,29,155
นครพนม,3,22,148
นครพนม,3,34,140
นครพนม,3,18,137
นครพนม,3,15,108
นครพนม,3,27,95
นครพนม,3,28,76
นครพนม,3,13,66
นครพนม,3,21,64
นครพนม,3,32,59
นครพนม,3,16,51
นครพนม,3,20,34
นครพนม,3,12,25
นครพนม,3,31,15
นครพนม,3,23,0
นครพนม,3,25,0
นครพนม,3,30,0
นครพนม,4,2,44675
นครพนม,4,8,28326
นครพนม,4,15,7795
นครพนม,4,9,1481
นครพนม,4,5,1341
นครพนม,4,4,1289
นครพนม,4,7,858
นครพนม,4,22,793
นครพนม,4,28,609
นครพนม,4,1,409
นครพนม,4,25,256
นครพนม,4,3,244
นครพนม,4,6,229
นครพนม,4,23,227
นครพนม,4,12,163
นครพนม,4,13,136
นครพนม,4,19,117
นครพนม,4,10,110
นครพนม,4,21,100
นครพนม,4,11,97
นครพนม,4,17,92
นครพนม,4,29,84
นครพนม,4,33,77
นครพนม,4,27,74
นครพนม,4,16,72
นครพนม,4,14,69
นครพนม,4,34,42
นครพนม,4,32,36
นครพนม,4,20,33
นครพนม,4,30,26
นครพนม,4,31,19
นครพนม,4,18,0
นครพนม,4,24,0
นครพนม,4,26,0
นครราชสีมา,1,17,25982
นครราชสีมา,1,9,23855
นครราชสีมา,1,11,15990
นครราชสีมา,1,6,15526
นครราชสีมา,1,7,11108
นครราชสีมา,1,13,3202
นครราชสีมา,1,12,3090
นครราชสีมา,1,5,2421
นครราชสีมา,1,8,1062
นครราชสีมา,1,21,528
นครราชสีมา,1,1,517
นครราชสีมา,1,4,387
นครราชสีมา,1,14,315
นครราชสีมา,1,2,302
นครราชสีมา,1,3,273
นครราชสีมา,1,23,258
นครราชสีมา,1,15,252
นครราชสีมา,1,31,145
นครราชสีมา,1,28,141
นครราชสีมา,1,10,140
นครราชสีมา,1,36,115
นครราชสีมา,1,19,107
นครราชสีมา,1,25,103
นครราชสีมา,1,41,101
นครราชสีมา,1,24,81
นครราชสีมา,1,18,73
นครราชสีมา,1,32,73
นครราชสีมา,1,30,71
นครราชสีมา,1,26,69
นครราชสีมา,1,27,61
นครราชสีมา,1,33,44
นครราชสีมา,1,20,43
นครราชสีมา,1,40,37
นครราชสีมา,1,29,26
นครราชสีมา,1,35,21
นครราชสีมา,1,37,21
นครราชสีมา,1,38,6
นครราชสีมา,1,16,0
นครราชสีมา,1,22,0
นครราชสีมา,1,34,0
นครราชสีมา,1,39,0
นครราชสีมา,2,18,28216
นครราชสีมา,2,3,25316
นครราชสีมา,2,9,24518
นครราชสีมา,2,7,18979
นครราชสีมา,2,8,3423
นครราชสีมา,2,5,2897
นครราชสีมา,2,11,2808
นครราชสีมา,2,6,564
นครราชสีมา,2,14,520
นครราชสีมา,2,26,458
นครราชสีมา,2,29,428
นครราชสีมา,2,17,418
นครราชสีมา,2,19,355
นครราชสีมา,2,30,300
นครราชสีมา,2,28,290
นครราชสีมา,2,10,255
นครราชสีมา,2,27,225
นครราชสีมา,2,12,213
นครราชสีมา,2,16,206
นครราชสีมา,2,15,176
นครราชสีมา,2,21,159
นครราชสีมา,2,35,147
นครราชสีมา,2,13,139
นครราชสีมา,2,23,131
นครราชสีมา,2,22,89
นครราชสีมา,2,25,83
นครราชสีมา,2,36,79
นครราชสีมา,2,37,79
นครราชสีมา,2,34,76
นครราชสีมา,2,24,73
นครราชสีมา,2,31,68
นครราชสีมา,2,20,67
นครราชสีมา,2,1,0
นครราชสีมา,2,2,0
นครราชสีมา,2,4,0
นครราชสีมา,2,32,0
นครราชสีมา,2,33,0
นครราชสีมา,3,14,41412
นครราชสีมา,3,4,27584
นครราชสีมา,3,12,12441
นครราชสีมา,3,3,11783
นครราชสีมา,3,9,8746
นครราชสีมา,3,17,1363
นครราชสีมา,3,7,1275
นครราชสีมา,3,1,1221
นครราชสีมา,3,24,701
นครราชสีมา,3,32,438
นครราชสีมา,3,34,386
นครราชสีมา,3,8,343
นครราชสีมา,3,15,322
นครราชสีมา,3,11,288
นครราชสีมา,3,16,231
นครราชสีมา,3,6,189
นครราชสีมา,3,5,154
นครราชสีมา,3,21,151
นครราชสีมา,3,2,140
นครราชสีมา,3,18,135
นครราชสีมา,3,19,117
นครราชสีมา,3,23,79
นครราชสีมา,3,27,77
นครราชสีมา,3,22,74
นครราชสีมา,3,26,69
นครราชสีมา,3,25,64
นครราชสีมา,3,20,54
นครราชสีมา,3,31,40
นครราชสีมา,3,33,36
นครราชสีมา,3,28,24
นครราชสีมา,3,10,0
