year,zone_id,province_id,province_name,region,zone_number,party_id,party_name,party_code,votes,vote_pct,rank
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_240,ราษฎร์วิถี,240,10,0,61
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_186,รวมแผ่นดิน,186,10,0,62
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_154,ภราดรภาพ,154,9,0,63
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_189,คลองไทย,189,8,0,66
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_198,พลังสังคม,198,4,0,67
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_164,ก้าวไกล,164,48951,39.0,1
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_229,รวมไทยสร้างชาติ,229,14068,11.0,3
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_192,พลังประชารัฐ,192,7979,6.0,4
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_63,ภูมิใจไทย,63,2562,2.0,5
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_227,ไทยสร้างไทย,227,1150,0,6
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_145,เสรีรวมไทย,145,1141,0,7
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_1,ประชาธิปัตย์,1,1005,0,8
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_245,แรงงานสร้างชาติ,245,726,0,9
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_226,พลังสังคมใหม่,226,470,0,10
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_185,เพื่อชาติไทย,185,469,0,11
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_244,ใหม่,244,423,0,12
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_234,ไทยภักดี,234,421,0,13
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_203,เป็นธรรม,203,417,0,14
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_183,ไทยพร้อม,183,355,0,15
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_55,ชาติไทยพัฒนา,55,293,0,16
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_250,รวมใจไทย,250,286,0,17
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_247,พลัง,247,261,0,18
2566,pv_17_z_1,pv_17,สิงห์บุรี,ภาคกลาง,1,ely_y2566_id_45,ชาติพัฒนากล้า,45,259,0,19
