year,zone_id,province_id,province_name,region,zone_number,party_id,party_name,party_code,candidate_id,votes,vote_pct,rank,eligible_voters,total_votes,invalid_votes
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_25,กรีน,25,v62_cand_25,714,0.57,12,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_4,ประชาธิปไตยใหม่,4,v62_cand_4,672,0.54,13,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_22,พลังไทยรักไทย,22,v62_cand_22,634,0.51,14,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_1,ประชาภิวัฒน์,1,v62_cand_1,623,0.50,15,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_28,พลังสังคม,28,v62_cand_28,572,0.46,16,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_19,รักษ์ผืนป่าประเทศไทย,19,v62_cand_19,455,0.36,17,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_30,ความหวังใหม่,30,v62_cand_30,452,0.36,18,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_14,พลังชาติไทย,14,v62_cand_14,424,0.34,19,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_29,ภราดรภาพ,29,v62_cand_29,415,0.33,20,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_21,ถิ่นกาขาวชาววิไล,21,v62_cand_21,401,0.32,21,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_26,พลังไทยรักชาติ,26,v62_cand_26,389,0.31,22,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_13,พลังท้องถิ่นไท,13,v62_cand_13,374,0.30,23,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_27,ไทยศรีวิไลย์,27,v62_cand_27,313,0.25,24,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_9,พลังธรรมใหม่,9,v62_cand_9,289,0.23,25,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_6,ชาติพัฒนา,6,v62_cand_6,273,0.22,26,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_32,ไทรักธรรม,32,v62_cand_32,272,0.22,27,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_12,ประชานิยม,12,v62_cand_12,272,0.22,28,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_33,คลองไทย,33,v62_cand_33,116,0.09,29,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_20,ครูไทยเพื่อประชาชน,20,v62_cand_20,108,0.09,30,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_23,เพื่อแผ่นดิน,23,v62_cand_23,93,0.07,31,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_31,ประชาชนปฏิรูป,31,v62_cand_31,76,0.06,32,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_3,ไทยรักษาชาติ,3,v62_cand_3,0,0.00,33,0,124873,0
2562,pv_81_z_2,pv_81,กระบี่,ภาคใต้,2,v62_3,ภูมิใจไทย,3,v62_cand_3,41978,32.28,1,0,130062,0
2562,pv_81_z_2,pv_81,กระบี่,ภาคใต้,2,v62_13,ประชาธิปัตย์,13,v62_cand_13,40014,30.77,2,0,130062,0
2562,pv_81_z_2,pv_81,กระบี่,ภาคใต้,2,v62_1,พลังประชารัฐ,1,v62_cand_1,12531,9.63,3,0,130062,0
2562,pv_81_z_2,pv_81,กระบี่,ภาคใต้,2,v62_11,อนาคตใหม่,11,v62_cand_11,12412,9.54,4,0,130062,0
2562,pv_81_z_2,pv_81,กระบี่,ภาคใต้,2,v62_2,เพื่อไทย,2,v62_cand_2,6852,5.27,5,0,130062,0
2562,pv_81_z_2,pv_81,กระบี่,ภาคใต้,2,v62_5,ประชาชาติ,5,v62_cand_5,5204,4.00,6,0,130062,0
2562,pv_81_z_2,pv_81,กระบี่,ภาคใต้,2,v62_7,เสรีรวมไทย,7,v62_cand_7,1660,1.28,7,0,130062,0
