year,zone_id,province_id,province_name,region,zone_number,party_name,votes,vote_pct,rank,total_votes
2562,pv_43_z_3,pv_43,หนองคาย,ภาคตะวันออกเฉียงเหนือ,3,เพื่อแผ่นดิน,107,0.13,27,83637
2562,pv_43_z_3,pv_43,หนองคาย,ภาคตะวันออกเฉียงเหนือ,3,ประชานิยม,103,0.12,28,83637
2562,pv_43_z_3,pv_43,หนองคาย,ภาคตะวันออกเฉียงเหนือ,3,พลังปวงชนไทย,88,0.11,29,83637
2562,pv_43_z_3,pv_43,หนองคาย,ภาคตะวันออกเฉียงเหนือ,3,พลังศรัทธา,79,0.09,30,83637
2562,pv_43_z_3,pv_43,หนองคาย,ภาคตะวันออกเฉียงเหนือ,3,รวมใจไทย,62,0.07,31,83637
2562,pv_43_z_3,pv_43,หนองคาย,ภาคตะวันออกเฉียงเหนือ,3,พลังไทสร้างชาติ,33,0.04,32,83637
2562,pv_43_z_3,pv_43,หนองคาย,ภาคตะวันออกเฉียงเหนือ,3,ประชากรไทย,32,0.04,33,83637
2562,pv_43_z_3,pv_43,หนองคาย,ภาคตะวันออกเฉียงเหนือ,3,ภาคีเครือข่ายไทย,14,0.02,34,83637
2562,pv_43_z_3,pv_43,หนองคาย,ภาคตะวันออกเฉียงเหนือ,3,เพื่อนไทย,0,0.00,35,83637
2562,pv_43_z_3,pv_43,หนองคาย,ภาคตะวันออกเฉียงเหนือ,3,ไทยรักษาชาติ,0,0.00,36,83637
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,เพื่อไทย,36792,41.88,1,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,อนาคตใหม่,16359,18.62,2,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,พลังประชารัฐ,15650,17.81,3,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ภูมิใจไทย,7483,8.52,4,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,รวมพลังประชาชาติไทย,1501,1.71,5,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ประชาธิปัตย์,1428,1.63,6,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,เพื่อชาติ,1366,1.55,7,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,เสรีรวมไทย,1159,1.32,8,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ประชาชาติ,879,1.00,9,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ครูไทยเพื่อประชาชน,536,0.61,10,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,เพื่อไทยพัฒนา,503,0.57,11,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,พลังปวงชนไทย,491,0.56,12,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,เศรษฐกิจใหม่,456,0.52,13,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,พลังแรงงานไทย,454,0.52,14,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ชาติไทยพัฒนา,426,0.48,15,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,สังคมประชาธิปไตยไทย,396,0.45,16,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,เพื่อคนไทย,387,0.44,17,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ชาติพัฒนา,300,0.34,18,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,รักษ์ผืนป่าประเทศไทย,161,0.18,19,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ประชาธรรมไทย,132,0.15,20,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ไทยศรีวิไลย์,120,0.14,21,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ประชาชนปฏิรูป,117,0.13,22,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,พลังไทยรักไทย,111,0.13,23,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,พลังท้องถิ่นไท,106,0.12,24,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,พลังชาติไทย,102,0.12,25,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ประชาภิวัฒน์,93,0.11,26,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ประชานิยม,87,0.10,27,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,รวมใจไทย,77,0.09,28,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,พลังศรัทธา,67,0.08,29,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ประชาธิปไตยใหม่,39,0.04,30,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,พลังไทสร้างชาติ,33,0.04,31,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,ภาคีเครือข่ายไทย,30,0.03,32,87861
2562,pv_39_z_1,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,1,เพื่อแผ่นดิน,20,0.02,33,87861
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,เพื่อไทย,25732,30.88,1,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,อนาคตใหม่,21345,25.61,2,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ภูมิใจไทย,14266,17.12,3,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,พลังประชารัฐ,10444,12.53,4,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,เพื่อชาติ,2839,3.41,5,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,พลังท้องถิ่นไท,1446,1.74,6,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,เศรษฐกิจใหม่,958,1.15,7,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,พลังปวงชนไทย,729,0.87,8,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,เสรีรวมไทย,721,0.87,9,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ประชาธิปัตย์,607,0.73,10,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,พลังแรงงานไทย,530,0.64,11,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ไทยศรีวิไลย์,524,0.63,12,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,รักษ์ผืนป่าประเทศไทย,440,0.53,13,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,เพื่อคนไทย,406,0.49,14,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,พลังไทยรักไทย,354,0.42,15,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ชาติพัฒนา,225,0.27,16,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,เพื่อแผ่นดิน,219,0.26,17,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ชาติไทยพัฒนา,196,0.24,18,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,รวมพลังประชาชาติไทย,191,0.23,19,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,รักท้องถิ่นไทย,172,0.21,20,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ภราดรภาพ,114,0.14,21,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ประชาภิวัฒน์,104,0.12,22,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,กรีน,103,0.12,23,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,พลังชาติไทย,89,0.11,24,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ประชาธรรมไทย,88,0.11,25,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ประชานิยม,83,0.10,26,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,เพื่อไทยพัฒนา,81,0.10,27,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ครูไทยเพื่อประชาชน,65,0.08,28,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,สังคมประชาธิปไตยไทย,55,0.07,29,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ประชาธิปไตยใหม่,54,0.06,30,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,รวมใจไทย,45,0.05,31,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,พลังไทสร้างชาติ,42,0.05,32,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,เครือข่ายชาวนาแห่งประเทศไทย,30,0.04,33,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ประชาชนปฏิรูป,23,0.03,34,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,ภาคีเครือข่ายไทย,22,0.03,35,83342
2562,pv_39_z_2,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,2,เพื่อนไทย,0,0.00,36,83342
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,เพื่อไทย,41260,51.19,1,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,อนาคตใหม่,19217,23.84,2,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,พลังประชารัฐ,6994,8.68,3,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,เพื่อชาติ,1724,2.14,4,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,ภูมิใจไทย,1588,1.97,5,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,เสรีรวมไทย,1533,1.90,6,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,ประชาธรรมไทย,1477,1.83,7,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,ประชาธิปัตย์,1086,1.35,8,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,พลังไทยรักไทย,1066,1.32,9,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,ชาติไทยพัฒนา,786,0.98,10,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,เพื่อคนไทย,736,0.91,11,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,กลาง,463,0.57,12,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,ครูไทยเพื่อประชาชน,292,0.36,13,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,ประชาชนปฏิรูป,234,0.29,14,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,พลังท้องถิ่นไท,224,0.28,15,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,สังคมประชาธิปไตยไทย,213,0.26,16,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,เศรษฐกิจใหม่,210,0.26,17,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,รวมพลังประชาชาติไทย,175,0.22,18,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,ประชานิยม,167,0.21,19,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,กรีน,164,0.20,20,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,ภาคีเครือข่ายไทย,129,0.16,21,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,รักษ์ผืนป่าประเทศไทย,114,0.14,22,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,รักท้องถิ่นไทย,113,0.14,23,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,เพื่อไทยพัฒนา,104,0.13,24,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,พลังปวงชนไทย,95,0.12,25,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,สามัญชน,91,0.11,26,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,เพื่อแผ่นดิน,75,0.09,27,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,พลังไทสร้างชาติ,61,0.08,28,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,รวมใจไทย,57,0.07,29,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,ประชาภิวัฒน์,46,0.06,30,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,ประชาธิปไตยใหม่,43,0.05,31,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,พลังชาติไทย,36,0.04,32,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,พลังศรัทธา,29,0.04,33,80602
2562,pv_39_z_3,pv_39,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,3,ไทยรักษาชาติ,0,0.00,34,80602
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,เพื่อไทย,26320,26.89,1,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ภูมิใจไทย,24654,25.19,2,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,พลังประชารัฐ,17425,17.80,3,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,อนาคตใหม่,13915,14.22,4,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ประชาธิปัตย์,7724,7.89,5,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,เสรีรวมไทย,3231,3.30,6,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ชาติไทยพัฒนา,529,0.54,7,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ไทยศรีวิไลย์,518,0.53,8,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ประชาชาติ,477,0.49,9,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ครูไทยเพื่อประชาชน,464,0.47,10,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,พลังไทยรักไทย,443,0.45,11,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ไทรักธรรม,331,0.34,12,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ชาติพัฒนา,286,0.29,13,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ประชาชนปฏิรูป,194,0.20,14,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,รักษ์ผืนป่าประเทศไทย,159,0.16,15,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,สยามพัฒนา,158,0.16,16,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,รวมพลังประชาชาติไทย,128,0.13,17,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,พลังชาติไทย,105,0.11,18,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,พลังท้องถิ่นไท,100,0.10,19,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,เพื่อชาติ,96,0.10,20,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ประชานิยม,93,0.10,21,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,พลังปวงชนไทย,93,0.10,22,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,พลังศรัทธา,91,0.09,23,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,พลังไทสร้างชาติ,83,0.08,24,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ประชาธรรมไทย,68,0.07,25,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,รักท้องถิ่นไทย,67,0.07,26,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ภาคีเครือข่ายไทย,56,0.06,27,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,เพื่อแผ่นดิน,36,0.04,28,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ภราดรภาพ,35,0.04,29,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,ประชาภิวัฒน์,0,0.00,30,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,เพื่อนไทย,0,0.00,31,97879
2562,pv_37_z_1,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,1,เศรษฐกิจใหม่,0,0.00,32,97879
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,เพื่อไทย,26540,25.72,1,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,พลังประชารัฐ,24721,23.96,2,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ภูมิใจไทย,21367,20.71,3,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ประชาธิปัตย์,11498,11.14,4,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,อนาคตใหม่,11384,11.03,5,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,พลังท้องถิ่นไท,1329,1.29,6,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,เสรีรวมไทย,1317,1.28,7,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,เพื่อชาติ,891,0.86,8,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,เพื่อแผ่นดิน,612,0.59,9,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,เศรษฐกิจใหม่,473,0.46,10,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,รวมพลังประชาชาติไทย,407,0.39,11,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ชาติพัฒนา,324,0.31,12,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ประชาธรรมไทย,274,0.27,13,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,เพื่อคนไทย,232,0.22,14,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,รักษ์ผืนป่าประเทศไทย,218,0.21,15,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ไทยศรีวิไลย์,213,0.21,16,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,พลังไทยรักไทย,212,0.21,17,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,รักท้องถิ่นไทย,211,0.20,18,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,พลังปวงชนไทย,154,0.15,19,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ประชาชนปฏิรูป,145,0.14,20,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ประชาภิวัฒน์,113,0.11,21,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,พลังชาติไทย,96,0.09,22,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ประชานิยม,90,0.09,23,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,พลังไทสร้างชาติ,77,0.07,24,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,พลังศรัทธา,70,0.07,25,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ชาติไทยพัฒนา,56,0.05,26,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ไทรักธรรม,55,0.05,27,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ภาคีเครือข่ายไทย,48,0.05,28,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ครูไทยเพื่อประชาชน,43,0.04,29,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,ไทยรักษาชาติ,0,0.00,30,103170
2562,pv_37_z_2,pv_37,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,2,เพื่อนไทย,0,0.00,31,103170
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,เพื่อไทย,30963,31.92,1,96995
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,อนาคตใหม่,26552,27.37,2,96995
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,พลังประชารัฐ,24635,25.40,3,96995
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,ภูมิใจไทย,3200,3.30,4,96995
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,ประชาธิปัตย์,2983,3.08,5,96995
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,เสรีรวมไทย,2442,2.52,6,96995
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,เศรษฐกิจใหม่,2161,2.23,7,96995
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,รวมพลังประชาชาติไทย,916,0.94,8,96995
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,ชาติไทยพัฒนา,428,0.44,9,96995
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,ชาติพัฒนา,287,0.30,10,96995
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,พลังไทยรักไทย,260,0.27,11,96995
2562,pv_41_z_1,pv_41,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,พลังท้องถิ่นไท,257,0.26,12,96995
